scenario,step,raw_y_measured,y_true,y_hat,residual,positive_cusum,negative_cusum,active_fault_state,healthy_run,substitution_flag,physical_sensor_fault
persistent_constant_bias,247,3.0,0.0,0.0,3.0,697.1745133948606,0.0,True,0,True,True
persistent_constant_bias,248,3.0,0.0,0.0,3.0,700.043544314181,0.0,True,0,True,True
persistent_constant_bias,249,3.0,0.0,0.0,3.0,702.9125752335013,0.0,True,0,True,True
persistent_constant_bias,250,3.0,0.0,0.0,3.0,705.7816061528217,0.0,True,0,True,True
persistent_constant_bias,251,3.0,0.0,0.0,3.0,708.6506370721421,0.0,True,0,True,True
persistent_constant_bias,252,3.0,0.0,0.0,3.0,711.5196679914625,0.0,True,0,True,True
persistent_constant_bias,253,3.0,0.0,0.0,3.0,714.3886989107829,0.0,True,0,True,True
persistent_constant_bias,254,3.0,0.0,0.0,3.0,717.2577298301032,0.0,True,0,True,True
persistent_constant_bias,255,3.0,0.0,0.0,3.0,720.1267607494236,0.0,True,0,True,True
persistent_constant_bias,256,3.0,0.0,0.0,3.0,722.995791668744,0.0,True,0,True,True
persistent_constant_bias,257,3.0,0.0,0.0,3.0,725.8648225880644,0.0,True,0,True,True
persistent_constant_bias,258,3.0,0.0,0.0,3.0,728.7338535073848,0.0,True,0,True,True
persistent_constant_bias,259,3.0,0.0,0.0,3.0,731.6028844267051,0.0,True,0,True,True
persistent_constant_bias,260,3.0,0.0,0.0,3.0,734.4719153460255,0.0,True,0,True,True
persistent_constant_bias,261,3.0,0.0,0.0,3.0,737.3409462653459,0.0,True,0,True,True
persistent_constant_bias,262,3.0,0.0,0.0,3.0,740.2099771846663,0.0,True,0,True,True
persistent_constant_bias,263,3.0,0.0,0.0,3.0,743.0790081039867,0.0,True,0,True,True
persistent_constant_bias,264,3.0,0.0,0.0,3.0,745.948039023307,0.0,True,0,True,True
persistent_constant_bias,265,3.0,0.0,0.0,3.0,748.8170699426274,0.0,True,0,True,True
persistent_constant_bias,266,3.0,0.0,0.0,3.0,751.6861008619478,0.0,True,0,True,True
persistent_constant_bias,267,3.0,0.0,0.0,3.0,754.5551317812682,0.0,True,0,True,True
persistent_constant_bias,268,3.0,0.0,0.0,3.0,757.4241627005886,0.0,True,0,True,True
persistent_constant_bias,269,3.0,0.0,0.0,3.0,760.293193619909,0.0,True,0,True,True
persistent_constant_bias,270,3.0,0.0,0.0,3.0,763.1622245392293,0.0,True,0,True,True
persistent_constant_bias,271,3.0,0.0,0.0,3.0,766.0312554585497,0.0,True,0,True,True
persistent_constant_bias,272,3.0,0.0,0.0,3.0,768.9002863778701,0.0,True,0,True,True
persistent_constant_bias,273,3.0,0.0,0.0,3.0,771.7693172971905,0.0,True,0,True,True
persistent_constant_bias,274,3.0,0.0,0.0,3.0,774.6383482165108,0.0,True,0,True,True
persistent_constant_bias,275,3.0,0.0,0.0,3.0,777.5073791358312,0.0,True,0,True,True
persistent_constant_bias,276,3.0,0.0,0.0,3.0,780.3764100551516,0.0,True,0,True,True
persistent_constant_bias,277,3.0,0.0,0.0,3.0,783.245440974472,0.0,True,0,True,True
persistent_constant_bias,278,3.0,0.0,0.0,3.0,786.1144718937924,0.0,True,0,True,True
persistent_constant_bias,279,3.0,0.0,0.0,3.0,788.9835028131128,0.0,True,0,True,True
